App,Category,Description,Auth Method,Credential Requirement,Self Serve,API Type,API Surface,MCP,Buildability,Blocker,Evidence URL,Confidence,Needs Review,Issues,confidence,manual_review
Harvest,Productivity and Project Management,"Harvest is a productivity and project management software for tracking time, expenses, and team performance.",Unknown,API key,Unknown,REST,Unknown,Unknown,Unknown,,"https://developers.greenhouse.io/harvest.html, https://techdocs.broadcom.com/us/en/ca-enterprise-software/business-management/harvest-scm/14-5/apis-and-sdk-reference/using-ca-harvest-scm-rest-api.html",35,False,[],0,False
Stripe,Finance and Fintech,Stripe is a payment processing platform that enables businesses to accept and manage online payments securely.,API key,API key,Self Serve,REST,Unknown,Unknown,Yes,,"https://docs.stripe.com/api, https://docs.stripe.com/api/authentication, https://docs.stripe.com/get-started",74,False,[],0,False
Plaid,Finance and Fintech,Plaid is a financial services company that provides APIs for accessing financial data.,OAuth 2.0,Developer account + Connected App + OAuth,Paid Plan,REST,Medium,Yes,Yes,,"https://plaid.com/docs/api/, https://plaid.com/docs/quickstart/, https://plaid.com/docs/",95,False,[],0,False
Binance,Finance and Fintech,Binance API documentation for spot REST API,API key,Secret API Key,Self Serve,REST,Medium,Unknown,Yes,,"https://developers.binance.com/en/docs/products/spot/rest-api, https://docs.binance.us/, https://developers.binance.com/en/docs/introduction",87,False,[],0,False
Paygent Connect,Finance and Fintech,Paygent Connect,API key,API key,Paid Plan,REST,Small,Unknown,Yes,,"https://developer.cybersource.com/api-reference-assets/index.html, https://developer.authorize.net/api/reference/index.html, https://docs.payaconnect.com/developers/quick-start",87,False,[],0,False
iPayX,Finance and Fintech,"iPayX enables secure and efficient payment processing, streamlining financial transactions for businesses and individuals.",Unknown,Unknown,Unknown,REST,Unknown,Unknown,Unknown,,"https://developer.visa.com/capabilities/visa-in-app-provisioning/docs-authentication, https://docs.payaconnect.com/developers/quick-start, https://developer.globalpayments.com/api/getting-started",9,False,[],0,False
QuickBooks,Finance and Fintech,QuickBooks is a comprehensive accounting and financial management software for businesses and organizations.,OAuth 2.0,OAuth credentials,Self Serve,REST,Very Large,Unknown,Yes,,"https://developer.intuit.com/app/developer/qbo/docs/develop/authentication-and-authorization, https://developer.intuit.com/app/developer/qbo/docs/develop, https://developer.intuit.com/app/developer/qbo/docs/get-started",87,False,[],0,False
Xero,Finance and Fintech,Xero is cloud-based accounting software that helps businesses manage finances and streamline accounting processes.,OAuth 2.0,Developer account + Connected App + OAuth,Self Serve,REST,Medium,Unknown,Yes,,"https://developer.xero.com/documentation/getting-started-guide/, https://developer.xero.com/, https://developer.xero.com/documentation/api/accounting/overview",87,False,[],0,False
Brex,Finance and Fintech,"Brex is the first fully unified spend platform — with global corporate cards, expense management, reimbursements, travel, and bill pay.",API token,API token,Self Serve,REST,Medium,Unknown,Yes,,"https://developer.brex.com/, https://developer.brex.com/guides/authentication, https://developer.brex.com/docs/postman",87,False,[],0,False
Ramp,Finance and Fintech,Corporate card and expense management platform for finance automation,OAuth 2.0,Developer account + Connected App + OAuth,Paid Plan,REST,Medium,Unknown,Yes,,"https://docs.ramp.com/developer-api/v1/getting-started, https://docs.ramp.com/, https://docs.serval.com/sections/integrations/ramp",87,False,[],0,False
PitchBook,Finance and Fintech,"The PitchBook API v2 allows for direct, real-time access to our expansive database of companies, deals, people, investors, funds, service providers, and limited partners.",API key,API key,Paid Plan,REST,Medium,Unknown,Yes,,"https://pitchbook.com/help/PitchBook-api, https://documenter.getpostman.com/view/5190535/TzCV1iRc, https://dlthub.com/context/source/pitchbook-api",87,False,[],0,False
NotebookLM,"AI, Research and Media-native",NotebookLM is a software product that generates human-like text and content using advanced AI technology.,OAuth 2.0,API key,Enterprise,REST,Very Large,Unknown,Yes,,"https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks, https://discuss.ai.google.dev/t/how-to-access-notebooklm-via-api/5084, https://autocontentapi.com/blog/does-notebooklm-have-an-api",87,False,[],0,False
Otter AI,"AI, Research and Media-native","Otter AI is a comprehensive platform for media-native businesses, streamlining operations and enhancing productivity.",OAuth 2.0,OAuth credentials,Self Serve,REST,Unknown,Yes,Unknown,,"https://developer-guides.tryotter.com/api-reference/, https://docs.inedo.com/docs/otter/reference/api",69,True,['mcp_support should be Unknown unless the docs explicitly mention MCP'],0,False
Fathom,"AI, Research and Media-native",Fathom provides global flood risk intelligence data to help users make informed decisions and stay safe.,OAuth 2.0,API key,Self Serve,REST,Unknown,Unknown,Yes,,"https://developers.fathom.ai/, https://api-docs.fathom.global/index.html, https://developer.tomtom.com/global-entity-matcher/api-authentication",74,False,[],0,False
Consensus,"AI, Research and Media-native",Consensus is a software product that facilitates collaboration and decision-making among teams and stakeholders.,OAuth 2.0,OAuth credentials,Paid Plan,REST,Unknown,Unknown,Unknown,,"https://developer.amazon.com/docs/app-submission-api/auth.html, https://developer.alpha-sense.com/api/getting-started, https://developer.okta.com/docs/reference/api/authn/",61,False,[],0,False
Reducto,"AI, Research and Media-native","Reducto is a document parsing platform that provides structured JSON output for LLMs, downstream extraction, or other processing steps in a pipeline.",API key,Secret API Key,Paid Plan,REST,Medium,Yes,Yes,,"https://docs.reducto.ai/agent-guide, https://docs.reducto.ai/quickstart, https://docs.reducto.ai/studio-account",95,False,[],0,False
Devin,"AI, Research and Media-native","Devin is an AI platform that enables organizations to build, automate, and integrate AI-powered tools and workflows.",API token,API token,Self Serve,REST,Unknown,Yes,Yes,,"https://docs.devin.ai/api-reference/overview, https://docs.devin.ai/api-reference/authentication, https://docs.devin.ai/api-reference/getting-started/enterprise-quickstart",82,True,['mcp_support should be Unknown unless the docs explicitly mention MCP'],0,False
higgsfield,"AI, Research and Media-native",Higgsfield AI - photorealistic cinematic output with deep motion understanding for film-quality scenes.,Bearer token,API key,Self Serve,REST,Unknown,Unknown,Unknown,,"https://videogenapi.com/higgsfield_v1-api, https://developer.degreed.com/docs/getting-started-with-the-api, https://developer.eagleeyenetworks.com/docs/getting-started",61,False,[],0,False
Mermaid CLI,"AI, Research and Media-native","The MERMAID API is the central interface through which all MERMAID data is read and written, and is the core of the MERMAID project, which seeks to accelerate coral reef conservation by making common coral reef data collection and analysis fast, less error-prone, secure, and flexible.",Unknown,Secret API Key,Unknown,REST,Unknown,Unknown,Yes,,"https://mermaid-api.readthedocs.io/, https://docs.readme.com/main/docs/reference-core-pages",48,False,[],0,False
YouTube Transcript,"AI, Research and Media-native",YouTube Transcript API: The Complete Developer Guide,OAuth 2.0,API key,Self Serve,REST,Unknown,Unknown,Yes,,"https://developers.google.com/youtube/v3/docs, https://transcriptapi.com/blog/youtube-transcript-api-complete-developer-guide",74,False,[],0,False
Grain,"AI, Research and Media-native",The Degreed API allows you to manage the data contained within Degreed using HTTP requests.,OAuth 2.0,OAuth API keys,Enterprise,REST,Unknown,Unknown,Unknown,,"https://developer.degreed.com/docs/getting-started-with-the-api, https://developer.ingrammicro.com/reseller/getting-started/api-overview, https://developers.grain.com/",56,True,"['credential_requirement must be one of: API key, API token, Access token, Developer account + Connected App + OAuth, Internal Integration Token, OAuth credentials, Personal access token, Programmatic API Key, Secret API Key, Service Account Key, Unknown']",0,False
